cluster,violation_count,lat_center,lon_center,lat_std,lon_std,unique_vehicles,peak_violations,dominant_hour,dominant_day,dominant_type,peak_ratio,spread_m,hotspot_score,rank,road_name,highway_type,road_capacity_factor
47,421,12.89207373212457,77.63795293475972,0.0010607612074179,0.0008186122163723,361,272,20,Wednesday,['WRONG PARKING'],0.6460807600950119,148.72924337791557,693.0,35,Hosur Road,primary,0.82
40,594,12.959672839777216,77.64673029565353,0.0005865431570958,0.0019810965760941,571,73,0,Friday,['NO PARKING'],0.1228956228956228,229.3372963343698,667.0,36,Old Airport Road,primary,0.85
4,441,12.995606481405895,77.61398204988663,0.0005447936154415,0.0007663961531702,409,224,7,Tuesday,['NO PARKING'],0.5079365079365079,104.37324434180356,665.0,37,Coles Road,tertiary,0.55
18,469,12.927467868336825,77.67968303075213,0.000564398607529,0.000916910574541,455,184,21,Wednesday,['WRONG PARKING'],0.3923240938166311,119.51307628114732,653.0,38,Outer Ring Road,trunk,0.95
73,559,12.98601282248758,77.55436602213679,0.0012816880363769,0.0014393315820121,497,90,3,Wednesday,['NO PARKING'],0.1610017889087656,213.9278331275274,649.0,39,12th Main Road,primary,0.79
207,536,12.93567733097015,77.61566707966418,0.000720586319741,0.0010093240792856,517,110,3,Sunday,['NO PARKING'],0.2052238805970149,137.65699543291777,646.0,40,1st Cross Road,secondary,0.76
83,453,13.191274310507726,77.64624639933776,0.0004445913949647,0.0004760146807609,445,183,20,Sunday,['NO PARKING'],0.4039735099337748,72.29939518372886,636.0,41,Bengaluru Bellary Road,primary,0.79
102,354,12.995206059887003,77.6101425079096,0.001371567312914,0.0009578026496577,303,250,21,Monday,['WRONG PARKING'],0.7062146892655368,185.69151514383117,604.0,42,Saunders Road,residential,0.35
143,299,13.09702992374582,77.59954592943144,0.0006328795528859,0.0005282362388475,271,259,20,Tuesday,['WRONG PARKING'],0.8662207357859532,91.50400328272848,558.0,43,Jakkur Main Road,primary,0.85
153,528,12.93058273931734,77.68536382695437,0.0006378502896268,0.0005158170098191,506,19,2,Tuesday,['NO PARKING'],0.0359848484848484,91.05520047092116,547.0,44,Outer Ring Road,trunk,0.95
23,478,12.97136585669456,77.5975083207113,0.0002735437561476,0.0006623778329321,448,43,2,Friday,['NO PARKING'],0.0899581589958159,79.54686114017423,521.0,45,Walton Road,residential,0.35
132,416,12.91367660216346,77.6063948002404,0.0001140682045819,0.0014396929803158,384,86,0,Thursday,['NO PARKING'],0.2067307692307692,160.30673005322757,502.0,46,7th Cross Road,secondary,0.7
70,396,12.986324594376558,77.54955143535321,0.0030088976224544,0.000785637680984,316,105,21,Tuesday,['WRONG PARKING'],0.2651515151515151,345.1848629062635,501.0,47,20th Main Road,primary,0.75
76,361,12.906449824573643,77.63009758482274,0.0004968217903185,0.0013622550417242,351,138,6,Saturday,['WRONG PARKING'],0.3822714681440443,160.95270569942147,499.0,48,Hosapalya Main Road,primary,0.75
81,368,12.964374932608695,77.55411654211956,0.0002219888106803,0.0017003783919121,332,115,5,Wednesday,['NO PARKING'],0.3125,190.34366310747987,483.0,49,Hosahalli Main Road,primary,0.85
54,392,12.956362314030612,77.58568084464285,0.0015454847932013,0.0010346940952828,375,80,2,Thursday,['NO PARKING'],0.2040816326530612,206.4455312048678,472.0,50,Lalbagh Main Road,primary,0.85
156,400,12.98917235725,77.5990353645,0.0007651284088652,0.0004033880024778,352,71,22,Thursday,['WRONG PARKING'],0.1775,96.0097618502516,471.0,51,Queens Road,residential,0.35
92,406,13.027741451970444,77.57501791650246,0.000424901415707,0.0023874435854419,377,62,5,Tuesday,['WRONG PARKING'],0.1527093596059113,269.1704932876061,468.0,52,80 Feet Road,residential,0.35
96,362,12.980404067235478,77.55669627135443,0.0004215431597356,0.0018276563869018,346,73,6,Thursday,['NO PARKING'],0.2016574585635359,208.19607238623516,435.00000000000006,53,80 Feet Ring Road,trunk,0.9
5,379,12.998479578098411,77.54195247677985,0.000529009482255,0.0013567591764889,337,40,3,Tuesday,['WRONG PARKING'],0.1055408970976253,161.64308048483153,419.0,54,Padmabhushan Dr MC Modi Road,residential,0.35
208,359,12.977807592825297,77.54414186379813,0.0007741944486814,0.0013923143791958,306,60,5,Sunday,['NO PARKING'],0.1671309192200557,176.8323150754742,419.0,55,G Narayana Kumar Road,tertiary,0.51
91,317,12.987638203785488,77.57450524574132,0.0018271232445767,0.0001921720684212,303,92,22,Tuesday,['NO PARKING'],0.2902208201892745,203.92936961611125,409.0,56,Padmabhushan Dr RK Srikantan Road,secondary,0.7
142,340,12.995458590533453,77.69591397807537,0.0004132612498967,0.0013369811982015,327,68,6,Sunday,['NO PARKING'],0.2,155.33273470494362,408.0,57,Whitefield Road,primary,0.85
206,279,12.9722877815768,77.71169016148939,0.001608973578161,0.0005896405606607,269,106,21,Monday,['WRONG PARKING'],0.3799283154121863,190.21112242202517,385.0,58,ITPL Main Road,primary,0.85
72,292,12.911652108561643,77.63808075856164,0.0004460482095611,0.0001428772008792,268,89,6,Saturday,['NO PARKING'],0.3047945205479452,51.98935947130578,381.0,59,14th Main Road,primary,0.85
134,284,12.96094113028169,77.51174676021127,0.00015409724569,0.0004815994610902,270,96,6,Thursday,['NO PARKING'],0.3380281690140845,56.127378250531535,380.0,60,Mallathahalli Road,residential,0.35
109,273,12.8998466765909,77.67547820969543,0.0010115565305757,0.0001171045122999,268,91,5,Monday,['NO PARKING'],0.3333333333333333,113.0326729858725,364.0,61,Amrutha College Road,tertiary,0.55
147,318,13.022815604402515,77.59284681257861,0.0014905942235722,0.0004596322842644,305,45,2,Tuesday,['WRONG PARKING'],0.1415094339622641,173.14338392888726,363.0,62,RT Nagar Main Road,primary,0.85
121,289,13.000113515570934,77.61120114394464,0.0004685492895477,0.0004798145169439,264,62,22,Saturday,['NO PARKING'],0.2145328719723183,74.44123843440642,351.0,63,Netaji Road,secondary,0.7
178,263,12.917035693850622,77.57352129489577,0.0006382743446498,0.0002715985426531,242,74,5,Friday,['NO PARKING'],0.2813688212927757,76.99591689948512,337.0,64,Konanakunte Main Road,primary,0.85
1,241,12.957526399585062,77.51893800165975,0.0010263221870469,0.000403054746687,235,91,6,Thursday,['NO PARKING'],0.3775933609958506,122.39180132314937,332.0,65,Dr Rajkumar Puniya Bhoomi Road,residential,0.35
315,235,13.049996337021277,77.59312144851063,0.0006806257798947,0.0003562896211421,211,93,22,Tuesday,['NO PARKING'],0.3957446808510638,85.2747157678209,328.0,66,Bellary Road,primary,0.85
44,263,12.983765036779277,77.57810147083194,0.0005187048208129,0.0015354565837255,260,47,4,Friday,['NO PARKING'],0.1787072243346007,179.89814934296612,310.0,67,Dr MH Ambarish Road,residential,0.35
67,247,12.987860847220224,77.5374941879784,0.0011804937734963,0.0003419895413471,234,50,5,Wednesday,['WRONG PARKING'],0.2024291497975708,136.42267566961962,297.0,68,80 Feet Road,residential,0.35
29,279,12.927393358064515,77.58582362293907,0.0009841019242984,0.0006289587276227,273,16,3,Sunday,['NO PARKING'],0.057347670250896,129.63952639652717,295.0,69,30th Cross Road,secondary,0.67
240,180,12.93091336,77.60653703,9.328662541018768e-05,0.0004833152470495,126,111,21,Friday,['NO PARKING'],0.6166666666666667,54.638167002178726,291.0,70,1st Main Road,primary,0.85
107,233,12.979085451301474,77.6951208354154,0.0005335399441154,0.0004848194486858,219,56,21,Thursday,['NO PARKING'],0.2403433476394849,80.02128266025363,289.0,71,Outer Ring Road,trunk,0.95
149,230,13.030605120794888,77.53627014192803,0.0003103215374151,0.0006913054567616,225,55,4,Tuesday,['WRONG PARKING'],0.2391304347826087,84.11154116671065,285.0,72,Mumbai Bengaluru Highway,secondary,0.64
17,169,12.934985637869822,77.53646014260354,0.0001366714529714,0.0001282638425011,105,114,21,Tuesday,['NO PARKING'],0.6745562130177515,20.804935633097493,283.0,73,8th Main Road,primary,0.85
60,221,13.017411671493212,77.53142927828054,0.000974795747021,0.0003174586929177,171,61,22,Wednesday,['WRONG PARKING'],0.2760180995475113,113.79566957771968,282.0,74,Dr Rajkumar Puniya Bhoomi Road,residential,0.55
20,215,12.925880298230084,77.67632185245768,0.000350739121832,0.0003803214444181,206,59,20,Friday,['WRONG PARKING'],0.2744186046511628,57.42706331339684,274.0,75,2nd A Cross Road,trunk,0.88
154,226,12.993626796460177,77.66239929867257,0.0003285374680284,0.0006906304161302,220,45,2,Thursday,['NO PARKING'],0.1991150442477876,84.89194366310167,271.0,76,Old Madras Road,primary,0.85
51,208,12.937259951442307,77.5849888985577,0.0003582609676808,0.0003873998814673,205,59,6,Sunday,['NO PARKING'],0.2836538461538461,58.57073473675627,267.0,77,T Mariyappa Road,residential,0.35
307,151,13.12154094437086,77.63117182913908,0.0007164918494663,0.0005642278144623,146,113,19,Saturday,"['PARKING IN A MAIN ROAD', 'NO PARKING']",0.7483443708609272,101.23014979837605,264.0,78,Bellahali Main Road,primary,0.85
378,215,12.978318261860464,77.64014598790698,0.0004088349730324,0.0012577845086608,198,43,1,Friday,['NO PARKING'],0.2,146.80428386955268,258.0,79,Chinmaya Mission Hospital Road,residential,0.35
187,212,12.990337500471698,77.57244277594339,0.0007396578366432,0.0007314148749982,191,34,5,Tuesday,['NO PARKING'],0.160377358490566,115.46462201318916,246.00000000000003,80,Subedar Chatram Road,secondary,0.7
0,171,12.924977152046782,77.61882235263157,0.000447662388983,0.0005775153240958,148,70,19,Monday,['NO PARKING'],0.4093567251461988,81.10793348972936,241.00000000000003,81,Domlur Inner Ring Road,trunk,0.81
12,222,12.996321993693693,77.56312972162164,0.0001120214437133,0.0002110288065106,168,7,4,Wednesday,['NO PARKING'],0.0315315315315315,26.5199329153988,229.0,82,4th Main Road,primary,0.85
61,135,13.063247465185183,77.59129917555555,0.0004215379484553,0.0013142811002087,129,93,8,Friday,['WRONG PARKING'],0.6888888888888889,153.20529675586508,228.0,83,20th Main Road,primary,0.85
432,202,12.960840185031024,77.52828177905133,0.0001803861401949,0.0007198546797536,186,22,6,Friday,['WRONG PARKING'],0.1089108910891089,82.37440948877153,224.00000000000003,84,4th Main Road,primary,0.85
250,194,12.94158806597938,77.56708885463918,0.0011768163724574,0.000561964594618,185,29,23,Thursday,['NO PARKING'],0.1494845360824742,144.75612862903418,223.0,85,5th Main Road,primary,0.85
326,187,12.91303971025773,77.67962567509738,0.0007976312004797,0.001688554529396,183,26,4,Saturday,['NO PARKING'],0.1390374331550802,207.2888053379517,213.00000000000003,86,Sarjapura Main Road,primary,0.85
297,164,13.007545301829268,77.52686952743902,0.0011202699729655,0.0004270445420572,139,47,5,Wednesday,"['PARKING IN A MAIN ROAD', 'NO PARKING']",0.2865853658536585,133.07839270007628,211.0,87,Laggere Service Road,service,0.37
189,160,13.0186677662296,77.55816394753042,0.0004128203336209,0.0005261759615021,151,46,20,Sunday,['NO PARKING'],0.2875,74.23583159117752,206.0,88,CV Raman Road,secondary,0.7
146,148,13.047501208108107,77.5761007527027,0.0002361051320985,0.0003717015964395,125,57,5,Wednesday,['WRONG PARKING'],0.3851351351351351,48.87879803515813,205.0,89,Bhadrappa Flyover,residential,0.35
97,168,13.027443181547618,77.54286375535715,0.0004860828547002,0.0008029928827023,147,36,5,Saturday,['NO PARKING'],0.2142857142857142,104.19075834918912,204.0,90,Mumbai Bengaluru Highway,tertiary,0.55
140,152,12.989723524342104,77.55331300657895,0.0003869707645057,0.0006332609468798,137,49,23,Wednesday,['WRONG PARKING'],0.3223684210526316,82.37709277900173,201.0,91,41st Cross Road,secondary,0.7
159,167,13.008784367065868,77.54305530598802,0.0006764671587896,0.0002434730352201,152,30,22,Friday,['NO PARKING'],0.1796407185628742,79.80328273946014,197.0,92,12th Cross Road,secondary,0.67
247,139,13.035112243165468,77.62465430071943,0.0009130193070687,0.0007036468857245,112,52,21,Saturday,['NO PARKING'],0.3741007194244604,127.94998430634811,191.0,93,5th Cross Road,secondary,0.7
538,148,12.992611391891892,77.55807727297298,0.0001337228581467,0.0006175807626963,135,42,6,Friday,['WRONG PARKING'],0.2837837837837837,70.14003848817374,190.0,94,7th Main Road,secondary,0.76
106,118,12.87590724661017,77.64798102203389,0.0005844663386125,0.0006092946106669,113,64,21,Sunday,['WRONG PARKING'],0.5423728813559322,93.7171904565565,182.0,95,Hosur Road,primary,0.85
78,102,13.062851258823528,77.58701903137255,0.0008902623527382,0.0001978461058033,94,78,8,Thursday,['WRONG PARKING'],0.7647058823529411,101.22993931542312,180.0,96,15th Cross Road,secondary,0.7
321,130,13.040015912564105,77.51850481794872,0.0004173861449661,0.0004087419822206,126,49,21,Sunday,['NO PARKING'],0.3769230769230769,64.84539837434154,179.0,97,SM Road,secondary,0.7
86,141,12.967982784397163,77.58855127588652,0.000182097938438,0.0002177512581212,135,38,21,Thursday,['NO PARKING'],0.2695035460992908,31.50821951018171,179.0,98,Kasturba Road,residential,0.35
9,160,12.988969675146118,77.59233582267048,0.0006777182374068,0.0005900851637418,154,13,0,Saturday,['NO PARKING'],0.08125,99.74586920281148,173.0,99,Millers Road,residential,0.35
276,154,12.985099014285714,77.56008478766233,0.0011680837053359,0.0001442775558236,123,18,5,Wednesday,['WRONG PARKING'],0.1168831168831168,130.64259367769776,172.0,100,80 Feet Ring Road,trunk,0.95
53,156,13.023649223076925,77.58493718205128,0.0008002239417887,0.0002363202145514,147,15,4,Tuesday,['WRONG PARKING'],0.0961538461538461,92.61721874292223,171.00000000000003,101,Bellary Road,primary,0.85
193,147,12.88861987755102,77.56269660340135,0.0006329550946864,0.0006047467080346,140,23,5,Monday,['NO PARKING'],0.1564625850340136,97.17102128946864,170.0,102,Konanakunte Main Road,primary,0.85
130,100,12.930540512,77.60974053199999,0.000454326931029,0.0001060923238901,82,62,20,Friday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.62,51.78700704968899,162.0,103,Thavarekere Main Road,primary,0.85
289,103,13.028930251392786,77.5396404123301,0.0001278995857667,0.0004534615387121,100,56,20,Saturday,['NO PARKING'],0.5436893203883495,52.29804445673802,159.0,104,Mumbai Bengaluru Highway,residential,0.35
139,123,13.034280275346696,77.55754187428796,0.0006573192277106,0.0005030472831823,120,26,22,Tuesday,['WRONG PARKING'],0.2113821138211382,91.87723767917404,149.0,105,MS Ramaiah Road,secondary,0.7
177,78,12.911066685897437,77.57318414102564,0.0006612137571582,0.0002939093377487,63,71,21,Friday,['WRONG PARKING'],0.9102564102564102,80.31878478946851,149.0,106,41st Main Road,primary,0.82
39,111,12.926758337837835,77.55080263153154,0.0003602285398449,0.0002418430678207,108,34,2,Saturday,['NO PARKING'],0.3063063063063063,48.16078437537034,145.0,107,Dr Vishwesha Teertha Swamy Gala Road,residential,0.35
98,141,12.996477036170212,77.58446336170212,0.000275557773636,0.0001514730389307,124,4,2,Wednesday,['NO PARKING'],0.0283687943262411,34.90348503489359,145.0,108,Anna Basavanna Road,residential,0.35
283,118,12.920947954534313,77.66552672543556,0.0003084136201798,0.000538121557949,115,26,0,Thursday,['WRONG PARKING'],0.2203389830508474,68.8462923314876,144.0,109,Outer Ring Road,trunk,0.95
244,113,13.050460300884955,77.52553149557522,5.681915467966732e-05,4.559298267964625e-05,62,29,5,Tuesday,['NO PARKING'],0.2566371681415929,8.08636059576088,142.0,110,Abbigere Main Road,tertiary,0.61
64,102,12.926612974509805,77.60894490098039,0.0007661784653261,0.0001463147147148,96,39,21,Tuesday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.3823529411764705,86.58266370796709,141.0,111,Thavarekere Main Road,primary,0.85
282,110,12.840377156623344,77.67696523956388,0.0007234415973748,0.0005705142241099,109,30,23,Friday,['NO PARKING'],0.2727272727272727,102.26794660510888,140.0,112,Hosur Road,primary,0.85
338,77,13.022549083653937,77.6378287741035,0.0001719051888369,0.000373985546796,77,63,7,Monday,['WRONG PARKING'],0.8181818181818182,45.6878728015585,140.0,113,CMR Road,residential,0.35
306,129,12.987108953488372,77.58027426666666,0.0004034494498704,0.0002769057094523,126,8,2,Sunday,['NO PARKING'],0.0620155038759689,54.31612696369776,137.0,114,Kumar Krupa Road,secondary,0.73
467,129,12.961006474418603,77.63714283333333,0.0002996212062437,0.0008905011934389,111,5,23,Saturday,['NO PARKING'],0.0387596899224806,104.29070215454084,134.0,115,Kempegowda Road,tertiary,0.61
269,77,12.935592206493506,77.60811314805194,0.0002115894064718,0.0005774617138398,69,56,21,Wednesday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.7272727272727273,68.265641439996,133.0,116,2nd Main Road,primary,0.85
263,97,12.940535136082474,77.52458504536082,0.0003615397762768,0.0002922200947151,96,34,5,Monday,['WRONG PARKING'],0.3505154639175257,51.60050752239074,131.0,117,Mysore Road,primary,0.85
93,93,12.961097343010753,77.58694609569892,0.0003495875424968,0.0007376022038096,75,38,4,Saturday,['WRONG PARKING'],0.4086021505376344,90.60404906606074,131.0,118,1st Cross Road,secondary,0.7
249,119,12.987232678991598,77.73527166890757,0.0003746352107928,0.0003402500660074,112,11,22,Thursday,"['PARKING ON FOOTPATH', 'WRONG PARKING']",0.0924369747899159,56.1753934761644,130.0,119,Whitefield Road,primary,0.85
476,77,12.93943975844156,77.58400096623376,0.0002060406279237,6.0925760713874736e-05,73,52,8,Sunday,['WRONG PARKING'],0.6753246753246753,23.849426180714996,129.0,120,9th Main Road,primary,0.85
312,89,12.932576858426966,77.63153250337078,0.0003754404303946,0.0003797510429827,84,37,21,Friday,['NO PARKING'],0.4157303370786517,59.27507791882692,126.0,121,Srinivagilu Main Road,primary,0.85
183,77,12.977509635064935,77.59114351818182,0.0003224831838808,0.0002714732490078,77,48,20,Saturday,['NO PARKING'],0.6233766233766234,46.79056571684424,125.0,122,Dr Ambedkar Road,residential,0.35
175,105,13.093880261904763,77.59430343619047,0.0006673718232426,0.0002290212394104,100,19,0,Saturday,['WRONG PARKING'],0.1809523809523809,78.31880910566326,124.0,123,Allalasandra Main Road,primary,0.85
290,103,12.96360931911028,77.64152772509769,0.000356227349917,0.0001440554121352,99,20,4,Sunday,['NO PARKING'],0.1941747572815534,42.6520134662938,123.0,124,Domlur Inner Ring Road,trunk,0.95
75,81,12.906850941700087,77.54603057182707,0.0001937263414008,0.0004478994839437,77,40,7,Saturday,['NO PARKING'],0.4938271604938271,54.167982152387296,121.0,125,Subramanyapura Main Road,primary,0.73
272,109,12.935893991743118,77.51802037155963,0.0004233606973061,0.000280265443982,107,11,5,Thursday,['WRONG PARKING'],0.1009174311926605,56.357291738367024,120.0,126,Sri Sri Sri Tiruchi Mahaswamiji Road,tertiary,0.55
11,100,13.04544038,77.507033969,0.0001936320471848,0.0009061142096622,97,15,0,Tuesday,['WRONG PARKING'],0.15,102.84953150075076,115.0,127,Mumbai Bengaluru Highway,secondary,0.73
324,90,12.98691708111111,77.51920515333333,0.0002181418149663,0.0001555838508691,82,22,2,Wednesday,['NO PARKING'],0.2444444444444444,29.74141094149972,112.0,128,Dr Rajkumar Puniya Bhoomi Road,secondary,0.7
69,106,12.978529013207549,77.6288092235849,0.0005571705198632,0.0003641810694457,99,5,0,Wednesday,"['WRONG PARKING', 'DEFECTIVE NUMBER PLATE']",0.0471698113207547,73.88522538412325,111.0,129,Old Madras Road,primary,0.82
318,64,12.885362415196347,77.6419133439666,0.0004014577324213,0.0005283939318041,63,46,20,Friday,['WRONG PARKING'],0.71875,73.65989256106063,110.0,130,Housur Main Road,primary,0.85
314,74,12.948236582432433,77.5799781027027,0.0002468301619843,0.0001546766100315,72,36,21,Monday,['NO PARKING'],0.4864864864864865,32.33321256963632,110.0,131,RV Road,secondary,0.7
429,85,12.958567632941175,77.66820463176471,0.0003252016214841,0.0003153010142321,84,19,22,Sunday,['WRONG PARKING'],0.2235294117647059,50.27832261389086,104.0,132,Dr BR Ambedkar Road,secondary,0.7
682,104,12.991585602884614,77.65230233269232,0.0001252210987965,0.0005472617476855,96,0,1,Thursday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.0,62.31597180986672,104.0,133,Railway Line Road,residential,0.35
182,92,12.979958309782608,77.59303498478262,0.0005978999102279,0.0006822934502788,92,12,5,Monday,['NO PARKING'],0.1304347826086956,100.69900514685096,104.0,134,Dr Ambedkar Road,residential,0.35
179,92,12.925588839130436,77.63385890869564,0.0007504947676394,0.0005610421763672,86,11,5,Saturday,['NO PARKING'],0.1195652173913043,104.00947110767322,103.0,135,2nd Cross Road,residential,0.42
123,86,13.047061206976746,77.50103740465116,0.0001162399159855,0.0001667182709266,77,17,22,Wednesday,['WRONG PARKING'],0.1976744186046511,22.55969525118811,103.0,136,Nagasandra Layout Main Road,tertiary,0.67
